S,E,累计确诊,治愈人数,死亡人数
7029136505.052192,275053378.6559887,8995962.072946802,267506339.65824673,4511993.560622522
7029134927.716704,274643651.79125154,8982560.666272841,267926927.24051464,4516111.585253082
7029133352.731348,274234535.2661133,8969179.259569561,268346888.2677586,4520223.475206515
7029131780.092615,273826028.171404,8955817.821302744,268766223.67503583,4524329.239638081
7029130209.797003,273418129.5993078,8942476.320067385,269184934.3959293,4528428.887688604
7029128641.841014,273010838.6433607,8929154.724583624,269603021.36255354,4532522.428484534
7029127076.221156,272604154.39844877,8915853.003692849,270020485.5055608,4536609.871137999
7029125512.933943,272198075.96080613,8902571.126353996,270437327.7541466,4540691.224746867
7029123951.975894,271792602.42801285,8889309.061640015,270853549.03605497,4544766.498394796
7029122393.3435335,271387732.8989931,8876066.7787345,271269150.27758425,4548835.701151283
7029120837.033392,270983466.4740129,8862844.246928474,271684132.403592,4552898.842071725
7029119283.042004,270579802.2546785,8849641.435617326,272098496.3374999,4556955.930197455
7029117731.365911,270176739.34393406,8836458.314297885,272512243.0012989,4561006.974555801
7029116182.0016575,269774276.8460599,8823294.852565633,272925373.3155538,4565051.984160124
7029114634.945797,269372413.8666704,8810151.020112049,273337888.1994079,4569090.9680098705
7029113090.194885,268971149.51271206,8797026.786722066,273749788.57058746,4573123.93509061
7029111547.745484,268570482.8924615,8783922.122271651,274161075.3454061,4577150.894374083
7029110007.594161,268170413.1155234,8770836.996725505,274571749.43876916,4581171.854818238
7029108469.737489,267770939.29282886,8757771.380134849,274981811.7641776,4585186.825367277
7029106934.172045,267372060.536633,8744725.242635326,275391263.2337323,4589195.814951689
7029105400.894413,266973775.96051332,8731698.554445002,275800104.7581377,4593198.832488296
7029103869.901181,266576084.67936757,8718691.285862442,276208337.2467061,4597195.886880284
7029102341.188943,266178985.80941182,8705703.407264892,276615961.6073611,4601186.987017245
7029100814.754296,265782478.4681785,8692734.889106529,277022978.74664116,4605172.141775209
7029099290.593846,265386561.77451456,8679785.701916805,277429389.56970364,4609151.360016683
7029097768.704202,264991234.8485793,8666855.81629885,277835194.9803279,4613124.650590681
7029096249.081976,264596496.8118426,8653945.202927964,278240395.88091904,4617092.0223327605
7029094731.723789,264202346.7870829,8641053.832550166,278644993.172511,4621053.484065058
7029093216.626266,263808783.89838535,8628181.675980812,279048987.7547701,4625009.044596315
7029091703.786036,263415807.27113962,8615328.704103276,279452380.52599823,4628958.712721917
7029090193.199733,263023416.03203827,8602494.88786769,279855172.38313586,4632902.497223917
7029088684.863997,262631609.3090746,8589680.198289739,280257364.2217654,4636840.406871074
7029087178.775475,262240386.23154083,8576884.606449515,280658956.93611413,4640772.450418875
7029085674.930815,261849745.9300261,8564108.083490413,281059951.41905725,4644698.636609571
7029084173.326673,261459687.5364146,8551350.600618087,281460348.56212085,4648618.974172204
7029082673.959708,261070210.18388355,8538612.129099445,281860149.2554847,4652533.471822633
7029081176.826587,260681313.00690138,8525892.640261691,282259354.38798535,4656442.138263566
7029079681.923978,260292995.14122579,8513192.105491407,282657964.8471187,4660344.982184584
7029078189.248558,259905255.72390178,8500510.496233683,283055981.5190429,4664242.012262171
7029076698.797007,259518093.8932598,8487847.783991273,283453405.2885812,4668133.237159739
7029075210.566009,259131508.78891376,8475203.940323804,283850237.0392243,4672018.665527655
7029073724.552255,258745499.5517592,8462578.936846996,284246477.6531335,4675898.306003267
7029072240.75244,258360065.3239714,8449972.745231947,284642128.01114285,4679772.16721093
7029070759.163266,257975205.2490033,8437385.33720442,285037188.99276197,4683640.257762031
7029069279.781436,257590918.47158378,8424816.684544176,285431661.47617865,4687502.586255014
7029067802.603661,257207204.1377158,8412266.759084338,285825546.3382612,4691359.1612754045
7029066327.626656,256824061.39467424,8399735.53271077,286218844.4545612,4695209.991395835
7029064854.84714,256441489.39100432,8387222.97736149,286611556.6993156,4699055.085176067
7029063384.26184,256059487.27651954,8374729.065026112,287003683.9454496,4702894.451163019
7029061915.867484,255678054.20229974,8362253.767745302,287395227.0645786,4706728.097890784
7029060449.660808,255297189.32068938,8349797.057610264,287786186.927011,4710556.0338806575
7029058985.63855,254916891.78529555,8337358.906762243,288176564.4017504,4714378.267641161
7029057523.797455,254537160.7509861,8324939.287392054,288566360.3564977,4718194.80766806
7029056064.134274,254157995.3738878,8312538.171739621,288955575.65765387,4722005.662444393
7029054606.645759,253779394.8113844,8300155.53209355,289344211.1703219,4725810.840440489
7029053151.3286705,253401358.22211486,8287791.340790702,289732267.7583092,4729610.350113994
7029051698.179772,253023884.7659714,8275445.570215796,290119746.28412986,4733404.199909888
7029050247.195833,252646973.60409763,8263118.192801024,290506647.6090069,4737192.398260511
7029048798.373627,252270623.89888674,8250809.181025677,290892972.5928744,4740974.953585586
7029047351.709931,251894834.81397963,8238518.507415797,291278722.0943799,4744751.874292232
7029045907.20153,251519605.514263,8226246.144543827,291663896.9708863,4748523.168774997
7029044464.845213,251144935.1658676,8213992.06502829,292048498.0784742,4752288.845415871
7029043024.637771,250770822.9361662,8201756.241533474,292432526.27194417,4756048.91258431
7029041586.576002,250397267.99377194,8189538.646769122,292815982.4048186,4759803.378637259
7029040150.65671,250024269.5085364,8177339.253490147,293198867.32934403,4763552.251919166
7029038716.8767,249651826.65154767,8165158.03449635,293581181.8964933,4767295.540762011
7029037285.232786,249279938.5951287,8152994.962632149,293962926.9559674,4771033.253485322
7029035855.721785,248908604.5128352,8140850.010786321,294344103.3561979,4774765.398396195
7029034428.340516,248537823.57945412,8128723.151891747,294724711.9443487,4778491.983789316
7029033003.085808,248167594.97100157,8116614.358925174,295104753.5663182,4782213.017946982
7029031579.954491,247797917.86472103,8104523.604906985,295484229.0667416,4785928.509139117
7029030158.943401,247428791.43908164,8092450.862900968,295863139.28899246,4789638.465623297
